Student_ID,Course_ID,Engagement_Time_Minutes,Participation_Frequency,Activity_Type,Completion_Status,Last_Active_Date,Average_Score,Device_Used,Time_Spent_Per_Session_Minutes,Course_Completion_Percentage,Total_Quizzes_Attempted,Total_Forums_Posted,Preferred_Learning_Mode
4fc84e3b,372706,272,2,Video Lecture,Completed,2022-12-02T00:00:00.000000000,52,Tablet,118,84,10,5,Hybrid
04111c04,b8020e,195,29,Quiz,Completed,2023-01-05T00:00:00.000000000,56,Tablet,7,92,19,6,Live Sessions
affc61c1,6b24a5,404,24,Assignment,In Progress,2023-07-22T00:00:00.000000000,83,Mobile,43,11,19,1,Self-Paced
881b3a85,2946ae,294,8,Video Lecture,Dropped,2023-09-20T00:00:00.000000000,85,Mobile,96,18,11,19,Live Sessions
1e25ee53,f34c50,564,19,Quiz,Completed,2023-12-06T00:00:00.000000000,57,Laptop,11,27,1,40,Hybrid
f365a6bc,07a6ab,490,17,Quiz,Completed,2024-01-21T00:00:00.000000000,62,Tablet,91,2,12,7,Live Sessions
757aa3bb,5417b3,255,12,Discussion Forum,Completed,2023-09-22T00:00:00.000000000,85,Laptop,13,49,11,23,Hybrid
00a066e9,cbbd42,598,1,Assignment,Completed,2023-06-01T00:00:00.000000000,81,Laptop,47,40,3,7,Self-Paced
bbd0cb5e,e46d0e,557,7,Assignment,In Progress,2022-06-07T00:00:00.000000000,56,Tablet,25,10,10,6,Self-Paced
93f62b33,ff0a1e,184,20,Assignment,In Progress,2023-11-30T00:00:00.000000000,63,Mobile,23,89,11,3,Live Sessions
ad9b516c,ce154b,195,20,Assignment,In Progress,2022-05-22T00:00:00.000000000,90,Mobile,115,10,7,42,Hybrid
20f8809b,afe33d,47,6,Video Lecture,Completed,2022-01-05T00:00:00.000000000,53,Tablet,7,85,3,35,Hybrid
221dc7af,d837ce,388,11,Video Lecture,In Progress,2022-10-14T00:00:00.000000000,56,Desktop,115,60,7,9,Self-Paced
dad68df8,5838a8,93,26,Quiz,Completed,2022-05-26T00:00:00.000000000,57,Laptop,39,8,8,1,Live Sessions
d0c8af75,454ee7,170,22,Quiz,In Progress,2024-01-18T00:00:00.000000000,85,Tablet,115,34,18,40,Self-Paced
47243d3c,a57a4e,431,19,Assignment,Completed,2022-04-22T00:00:00.000000000,81,Tablet,119,32,7,1,Hybrid
9a7ef91c,24f771,324,19,Quiz,Completed,2023-12-18T00:00:00.000000000,63,Desktop,47,46,19,20,Live Sessions
4e824736,27dbc5,269,9,Video Lecture,Completed,2022-11-22T00:00:00.000000000,81,Mobile,70,20,11,11,Self-Paced
3e419fcf,9f27fe,142,12,Video Lecture,Completed,2022-03-31T00:00:00.000000000,92,Laptop,24,99,8,0,Hybrid
2f5fc0ba,c9f6a1,568,6,Discussion Forum,Completed,2022-09-14T00:00:00.000000000,54,Laptop,21,62,1,7,Hybrid
3d15835c,a1a7df,380,23,Assignment,Dropped,2023-03-21T00:00:00.000000000,70,Laptop,63,59,17,2,Self-Paced
93a89254,adb411,179,12,Discussion Forum,Completed,2022-09-06T00:00:00.000000000,68,Desktop,38,29,7,15,Self-Paced
39976cf6,74209f,356,20,Discussion Forum,Completed,2022-06-02T00:00:00.000000000,87,Laptop,103,79,18,2,Self-Paced
bd307dd1,aa6a98,576,17,Quiz,Completed,2022-01-24T00:00:00.000000000,97,Tablet,31,4,16,8,Live Sessions
7342ee17,a920fe,97,7,Discussion Forum,Completed,2022-11-17T00:00:00.000000000,59,Tablet,13,46,1,8,Hybrid
b0c8bfc7,d18a15,477,7,Discussion Forum,In Progress,2022-10-25T00:00:00.000000000,54,Mobile,75,42,18,33,Hybrid
468ca9d4,0c2aa2,497,7,Discussion Forum,Dropped,2022-09-27T00:00:00.000000000,87,Tablet,107,46,13,31,Hybrid
0ecfb969,18aadc,169,5,Assignment,In Progress,2023-03-10T00:00:00.000000000,55,Mobile,10,39,13,24,Self-Paced
4e2bde41,b1b2bc,19,16,Video Lecture,Completed,2022-01-27T00:00:00.000000000,67,Mobile,89,84,17,6,Hybrid
a37fd914,098f70,174,27,Assignment,In Progress,2022-07-27T00:00:00.000000000,62,Mobile,111,43,18,12,Hybrid
b257323d,89a7fb,17,29,Video Lecture,Completed,2023-01-18T00:00:00.000000000,75,Mobile,68,67,8,0,Live Sessions
e90d1fb6,c07917,92,24,Assignment,Completed,2022-08-16T00:00:00.000000000,67,Desktop,10,89,1,39,Self-Paced
f4a6a06b,987734,137,22,Assignment,Completed,2022-10-07T00:00:00.000000000,87,Tablet,54,61,0,23,Hybrid
e4aa7389,6932,213,23,Discussion Forum,In Progress,2022-02-14T00:00:00.000000000,56,Tablet,61,24,3,37,Self-Paced
ac43ca1e,0d66c3,310,28,Video Lecture,Completed,2023-10-25T00:00:00.000000000,89,Desktop,81,87,17,45,Hybrid
33892515,d0d20f,571,6,Quiz,Completed,2022-10-15T00:00:00.000000000,64,Desktop,75,16,3,7,Hybrid
0b0ba5d5,281c20,174,14,Video Lecture,Dropped,2022-05-18T00:00:00.000000000,92,Desktop,53,90,15,43,Hybrid
42859495,35179e,324,18,Discussion Forum,Completed,2022-09-26T00:00:00.000000000,95,Desktop,48,73,16,2,Live Sessions
3bf9d76d,3627c3,318,4,Video Lecture,Completed,2023-11-23T00:00:00.000000000,88,Mobile,114,22,19,19,Self-Paced
a9ead950,7cbd08,63,25,Assignment,In Progress,2023-01-25T00:00:00.000000000,58,Mobile,30,26,0,10,Hybrid
70f60d26,024ab6,286,8,Assignment,Completed,2023-07-27T00:00:00.000000000,70,Tablet,97,38,18,41,Live Sessions
8fd69ea2,f868d4,322,3,Video Lecture,Completed,2022-04-16T00:00:00.000000000,69,Laptop,58,63,14,13,Hybrid
022ae57b,984635,501,17,Discussion Forum,In Progress,2022-08-14T00:00:00.000000000,70,Desktop,5,79,14,19,Self-Paced
e4ef0d0b,acc0f5,332,8,Discussion Forum,Completed,2022-10-06T00:00:00.000000000,99,Desktop,116,73,18,15,Hybrid
9adaf0cd,0cba2d,335,26,Video Lecture,Completed,2022-02-05T00:00:00.000000000,52,Desktop,26,92,7,11,Hybrid
69577dc4,6b56c0,376,2,Discussion Forum,Completed,2023-10-19T00:00:00.000000000,74,Desktop,30,59,0,5,Hybrid
e27b5938,19d4db,443,8,Discussion Forum,Dropped,2022-05-13T00:00:00.000000000,94,Desktop,95,6,2,6,Live Sessions
a9dd39df,624ca6,409,11,Video Lecture,In Progress,2022-08-06T00:00:00.000000000,56,Tablet,98,6,18,28,Self-Paced
c791f46f,328577,568,3,Quiz,In Progress,2023-10-06T00:00:00.000000000,76,Tablet,117,48,17,25,Live Sessions
286d046b,141f96,396,26,Quiz,In Progress,2022-10-29T00:00:00.000000000,64,Tablet,60,74,4,13,Hybrid
5ce65eb7,f5f0c9,450,26,Quiz,In Progress,2022-06-24T00:00:00.000000000,72,Mobile,118,55,8,22,Hybrid
c9f545ec,d5ed32,60,4,Discussion Forum,In Progress,2023-03-04T00:00:00.000000000,56,Laptop,8,49,2,14,Hybrid
01f36ac9,d5faf5,588,23,Video Lecture,Completed,2022-09-10T00:00:00.000000000,99,Laptop,58,80,0,45,Hybrid
fd29eda6,1c10cf,496,7,Assignment,In Progress,2023-08-31T00:00:00.000000000,75,Desktop,66,18,6,5,Self-Paced
bf7f4e91,771f85,586,3,Assignment,In Progress,2023-08-07T00:00:00.000000000,87,Desktop,40,68,18,42,Live Sessions
7a9481ef,9c78ac,124,26,Video Lecture,In Progress,2022-08-17T00:00:00.000000000,67,Tablet,109,38,7,48,Live Sessions
71c0dba3,bef859,261,17,Assignment,Completed,2022-06-27T00:00:00.000000000,56,Tablet,14,2,14,21,Self-Paced
a8eeedb5,48ae79,417,22,Assignment,Dropped,2022-05-07T00:00:00.000000000,73,Laptop,59,86,10,38,Self-Paced
5a166daa,e2633b,458,27,Video Lecture,In Progress,2022-07-02T00:00:00.000000000,60,Desktop,92,82,5,1,Live Sessions
13cffff9,ba7bd2,227,21,Quiz,Completed,2023-08-14T00:00:00.000000000,93,Laptop,27,55,19,12,Self-Paced
9b5ff0fd,c9a405,298,14,Discussion Forum,In Progress,2022-02-14T00:00:00.000000000,91,Laptop,14,94,17,4,Live Sessions
bc7803ec,336c0b,301,9,Video Lecture,Completed,2023-05-24T00:00:00.000000000,95,Mobile,80,61,3,2,Self-Paced
944afd74,0d04ff,529,27,Discussion Forum,In Progress,2023-10-16T00:00:00.000000000,93,Tablet,68,76,1,38,Hybrid
30180403,1474b6,28,27,Video Lecture,In Progress,2023-04-14T00:00:00.000000000,60,Desktop,50,5,11,12,Hybrid
d822049b,bc7b96,257,2,Assignment,Completed,2023-09-19T00:00:00.000000000,84,Desktop,26,1,11,37,Self-Paced
dace4503,504cdd,399,18,Video Lecture,In Progress,2024-01-13T00:00:00.000000000,64,Mobile,17,29,10,23,Self-Paced
87fef135,0624b5,301,21,Quiz,Completed,2024-02-17T00:00:00.000000000,66,Mobile,42,70,15,33,Self-Paced
327ffb04,e845dd,399,14,Video Lecture,Completed,2022-07-08T00:00:00.000000000,78,Mobile,59,13,0,37,Hybrid
5be794f8,30b022,388,10,Quiz,Completed,2023-04-30T00:00:00.000000000,80,Tablet,73,22,10,30,Live Sessions
eb186479,c23c00,154,22,Video Lecture,In Progress,2023-11-12T00:00:00.000000000,66,Laptop,17,82,7,8,Self-Paced
cd4a473f,65bd79,165,18,Discussion Forum,Completed,2023-01-08T00:00:00.000000000,72,Desktop,73,50,5,13,Live Sessions
2764e7e2,a133ab,44,15,Video Lecture,Completed,2023-09-25T00:00:00.000000000,51,Mobile,91,0,2,29,Hybrid
10964a61,358b1e,582,25,Video Lecture,Completed,2022-07-22T00:00:00.000000000,83,Mobile,18,37,17,11,Self-Paced
d8aad520,5.76E+09,409,21,Video Lecture,Completed,2023-03-19T00:00:00.000000000,68,Mobile,79,1,9,15,Live Sessions
77ae2b7b,a2e127,293,15,Quiz,Dropped,2023-08-12T00:00:00.000000000,73,Desktop,107,8,0,42,Hybrid
1d03befe,5b0161,65,10,Quiz,Completed,2022-07-01T00:00:00.000000000,83,Mobile,76,87,3,18,Self-Paced
bce1602f,dfcb42,22,17,Video Lecture,Completed,2022-02-26T00:00:00.000000000,64,Laptop,44,93,0,39,Self-Paced
f0bae243,55dddc,544,9,Discussion Forum,Dropped,2024-01-03T00:00:00.000000000,55,Mobile,76,56,0,10,Live Sessions
ed9a878f,e7cf6b,478,21,Assignment,Completed,2022-08-04T00:00:00.000000000,71,Tablet,67,65,11,37,Live Sessions
2ec416ec,679ea3,285,13,Assignment,In Progress,2023-12-06T00:00:00.000000000,89,Desktop,30,98,17,48,Self-Paced
d86bd1d8,e8fd0e,403,10,Discussion Forum,Completed,2023-08-03T00:00:00.000000000,91,Desktop,40,40,3,14,Hybrid
fb2ea286,0b0e92,97,27,Discussion Forum,Completed,2023-12-16T00:00:00.000000000,52,Mobile,6,37,11,41,Hybrid
080c89d2,198326,433,28,Assignment,In Progress,2024-01-16T00:00:00.000000000,85,Mobile,117,49,10,42,Live Sessions
dd19e45c,eac820,307,4,Assignment,Completed,2022-08-22T00:00:00.000000000,56,Laptop,9,55,8,30,Live Sessions
cf4510ef,35b35c,406,10,Video Lecture,Completed,2023-04-18T00:00:00.000000000,57,Tablet,19,59,5,23,Hybrid
c46f3648,408158,370,16,Assignment,Completed,2022-01-01T00:00:00.000000000,72,Laptop,110,79,16,18,Hybrid
765c3249,3a134d,358,4,Discussion Forum,Completed,2022-07-30T00:00:00.000000000,53,Tablet,37,80,5,5,Self-Paced
62026fb8,5f8914,513,12,Assignment,Completed,2022-06-03T00:00:00.000000000,60,Laptop,46,3,14,43,Self-Paced
556b8fa6,7e7c80,481,12,Assignment,Completed,2022-02-17T00:00:00.000000000,80,Laptop,11,14,1,25,Live Sessions
3ef10070,dd0658,170,18,Quiz,Completed,2022-08-31T00:00:00.000000000,78,Desktop,76,27,8,42,Self-Paced
7a1f40d9,f65f8b,411,2,Discussion Forum,Completed,2023-11-26T00:00:00.000000000,66,Tablet,84,73,12,48,Live Sessions
8828faf7,d9b9fe,110,3,Assignment,In Progress,2023-08-16T00:00:00.000000000,74,Mobile,23,80,15,0,Hybrid
9122fbb7,3b82ab,294,12,Assignment,Completed,2022-11-13T00:00:00.000000000,62,Desktop,39,24,13,28,Hybrid
fcea814b,0c7890,322,9,Video Lecture,Completed,2022-03-21T00:00:00.000000000,55,Laptop,104,69,12,25,Hybrid
1e26268c,dd6958,533,10,Assignment,Completed,2023-09-03T00:00:00.000000000,82,Tablet,52,32,8,38,Self-Paced
328928ce,383d16,378,2,Video Lecture,Completed,2023-05-29T00:00:00.000000000,75,Laptop,60,6,2,2,Live Sessions
78a95c8f,11db30,451,9,Video Lecture,Dropped,2023-03-02T00:00:00.000000000,77,Laptop,97,69,17,14,Live Sessions
851fa94f,ebec3b,574,8,Quiz,In Progress,2022-12-17T00:00:00.000000000,75,Desktop,109,36,12,33,Self-Paced
686d08c7,c1aea5,453,13,Assignment,In Progress,2023-04-22T00:00:00.000000000,56,Laptop,44,31,12,29,Hybrid
f65de62e,954148,543,15,Discussion Forum,Completed,2024-01-27T00:00:00.000000000,84,Desktop,98,89,7,30,Hybrid
e0159de8,52bb9b,88,3,Discussion Forum,Completed,2023-03-19T00:00:00.000000000,65,Desktop,18,43,2,13,Live Sessions
2524fc58,732fd0,185,17,Discussion Forum,In Progress,2022-05-29T00:00:00.000000000,50,Tablet,44,24,17,22,Self-Paced
51d2e414,fcc57f,219,29,Quiz,Completed,2022-12-03T00:00:00.000000000,63,Desktop,112,78,3,16,Live Sessions
f8e012ef,c4ea00,422,4,Discussion Forum,Completed,2022-03-10T00:00:00.000000000,79,Mobile,44,91,0,20,Self-Paced
7020b9a5,c2b30f,18,27,Discussion Forum,In Progress,2023-05-29T00:00:00.000000000,63,Laptop,5,21,10,30,Hybrid
9f6213a5,f0adf9,394,21,Quiz,In Progress,2022-09-10T00:00:00.000000000,58,Tablet,51,76,14,34,Live Sessions
ac89ed1e,595773,267,4,Video Lecture,Completed,2023-07-23T00:00:00.000000000,83,Tablet,45,7,2,8,Live Sessions
791971c6,97ee15,497,13,Discussion Forum,In Progress,2022-06-01T00:00:00.000000000,58,Mobile,31,36,6,32,Live Sessions
bbf4402a,6823df,232,14,Discussion Forum,Completed,2023-12-21T00:00:00.000000000,90,Mobile,113,13,10,8,Hybrid
aee8e8f9,a3bbf0,454,19,Discussion Forum,Completed,2023-03-06T00:00:00.000000000,93,Laptop,55,45,10,19,Self-Paced
8da23f2f,b779de,181,3,Assignment,Completed,2022-11-14T00:00:00.000000000,66,Laptop,78,37,11,6,Hybrid
0305ae1c,e5180e,519,17,Video Lecture,In Progress,2022-03-06T00:00:00.000000000,85,Mobile,74,63,17,24,Hybrid
4f1f4014,2f4778,310,18,Assignment,In Progress,2023-02-28T00:00:00.000000000,62,Mobile,116,53,5,46,Hybrid
bfb0785c,14ce94,460,1,Video Lecture,In Progress,2022-03-17T00:00:00.000000000,93,Tablet,109,32,17,15,Self-Paced
438a2012,77c110,246,4,Quiz,Completed,2023-07-16T00:00:00.000000000,79,Tablet,40,34,4,43,Hybrid
8cf5cb41,25831,301,9,Video Lecture,In Progress,2022-07-01T00:00:00.000000000,71,Mobile,81,59,13,28,Self-Paced
02e7b04e,e847bd,470,4,Quiz,Completed,2022-11-12T00:00:00.000000000,57,Tablet,13,87,1,45,Self-Paced
3ddfdbaa,37b444,128,9,Discussion Forum,Completed,2024-02-12T00:00:00.000000000,63,Laptop,54,2,2,16,Hybrid
2828709d,f5d022,597,27,Video Lecture,In Progress,2022-04-15T00:00:00.000000000,76,Laptop,49,3,11,3,Hybrid
77fa4cdb,72d147,78,6,Assignment,In Progress,2023-02-10T00:00:00.000000000,96,Desktop,6,72,0,17,Live Sessions
6e0f6388,619d55,123,7,Video Lecture,In Progress,2024-02-12T00:00:00.000000000,88,Tablet,16,91,9,6,Self-Paced
73245bd5,3a7006,410,4,Video Lecture,Completed,2023-07-22T00:00:00.000000000,85,Mobile,87,76,10,12,Live Sessions
204bcd7f,943499,173,3,Discussion Forum,Dropped,2022-10-20T00:00:00.000000000,55,Tablet,47,3,1,4,Self-Paced
acdb33b7,0bb18d,54,6,Video Lecture,In Progress,2022-04-28T00:00:00.000000000,64,Desktop,93,30,4,7,Hybrid
